full_text,username,label,original_text,processed_text,sentiment,confidence
@thevivafrei Major false flag event pitting America and its allies into a WW3 scenario where Trump can t back out of or be seen to be weak or a sympathiser. This will stop all the potential change Vivek Elon et al could do within the 4 years of power.,BCscifience,,@thevivafrei Major false flag event pitting America and its allies into a WW3 scenario where Trump can t back out of or be seen to be weak or a sympathiser. This will stop all the potential change Vivek Elon et al could do within the 4 years of power.,major fals flag event pit america alli ww3 scenario trump back seen weak sympathis stop potenti chang vivek elon et al could within year power,Negative,0.9925301671028137
@aziz0nomics Trump will save Putin.,MarcusBibulus,,@aziz0nomics Trump will save Putin.,trump save putin,Positive,0.9614230990409851
@GuntherEagleman @RepJeffries I think Jan. 20th but you never know with Trump Make those Dems have a pure meltdown if it starts tomorrow. ,radiantamethyst,,@GuntherEagleman @RepJeffries I think Jan. 20th but you never know with Trump Make those Dems have a pure meltdown if it starts tomorrow. ,think jan 20th never know trump make dem pure meltdown start tomorrow,Negative,0.9842717051506042
@bandyt88 Happy New Year Trump Day,LindaTraitz,,@bandyt88 Happy New Year Trump Day,happi new year trump day,Positive,0.9895371198654175
25 Years Of Vladimir Putin Marked by War Devastated Economy: Russian Leader Looks To Trump For Support https://t.co/Gn4phfzkR6,FintechAlgo,,25 Years Of Vladimir Putin Marked by War Devastated Economy: Russian Leader Looks To Trump For Support https://t.co/Gn4phfzkR6,25 year vladimir putin mark war devast economi russian leader look trump support,Negative,0.9935808181762695
@GuntherEagleman @GOP Trump and the @GOP will remain soft and not do squat,1lesstraveldby,,@GuntherEagleman @GOP Trump and the @GOP will remain soft and not do squat,trump remain soft squat,Negative,0.9878692030906677
@CityBureaucrat Yes of course https://t.co/7ICi9cD6tR,TrumpFolkArt,,@CityBureaucrat Yes of course https://t.co/7ICi9cD6tR,ye cours,Positive,0.9941394329071045
@realDonaldTrump I Thank God For Our Hero President Trump! Your Digital MAGA Army is trained and battle tested are awaiting orders! Sir!,susiepayne23,,@realDonaldTrump I Thank God For Our Hero President Trump! Your Digital MAGA Army is trained and battle tested are awaiting orders! Sir!,thank god hero presid trump digit maga armi train battl test await order sir,Negative,0.973757266998291
@stevesadow Her sole political platform was: get Trump . With no evidence of crime so they had to change laws to manufacture them. She then colluded with Obama s team that is still embedded in the Whitehouse. This whole administration is corrupt beyond be,kabster,,@stevesadow Her sole political platform was: get Trump . With no evidence of crime so they had to change laws to manufacture them. She then colluded with Obama s team that is still embedded in the Whitehouse. This whole administration is corrupt beyond be,sole polit platform get trump evid crime chang law manufactur collud obama team still embed whitehous whole administr corrupt beyond,Negative,0.9942849278450012
@SimonBanksHB @AustralianLabor Aaah Simon everything you say is fact. The LNP has been a comparatively horrible economic manager. But here comes the Butt . Will voters go for and succumb to Dutton s Trump mantra . Are Australians better off than 3 years a,ricci_bartels,,@SimonBanksHB @AustralianLabor Aaah Simon everything you say is fact. The LNP has been a comparatively horrible economic manager. But here comes the Butt . Will voters go for and succumb to Dutton s Trump mantra . Are Australians better off than 3 years a,aaah simon everyth say fact lnp compar horribl econom manag come butt voter go succumb dutton trump mantra australian better year,Negative,0.9948763251304626
@lancewallnau Trump is YOUR chaos candidate! God is not a God of chaos!,Wjnelson70J,,@lancewallnau Trump is YOUR chaos candidate! God is not a God of chaos!,trump chao candid god god chao,Negative,0.6980797648429871
Fire Mike Johnson! Conservatives have already seen he is no leader and will disappoint big time. Shame on Trump for backing Johnson. We only have two yrs at best. @Bannons_WarRoom @realDonaldTrump @RealAmVoice @JDVance @NEWSMAX @StephenM @RaheemKassam,GOD_Loves_USA,,Fire Mike Johnson! Conservatives have already seen he is no leader and will disappoint big time. Shame on Trump for backing Johnson. We only have two yrs at best. @Bannons_WarRoom @realDonaldTrump @RealAmVoice @JDVance @NEWSMAX @StephenM @RaheemKassam,fire mike johnson conserv alreadi seen leader disappoint big time shame trump back johnson two yr best,Negative,0.9458413124084473
@DougWahl1 Trump should be barred from Jimmy Carter s funeral instead he should be in prison.,Stan65741000,,@DougWahl1 Trump should be barred from Jimmy Carter s funeral instead he should be in prison.,trump bar jimmi carter funer instead prison,Negative,0.9890030026435852
@EhWire @brianlilley Well then Trump Putin Their respective militaries and your oath breaking shameful demonicly possessed bum buddy of a friend Zelensky and his former military will gladly hang both of you in the cold of Ukraine with one rope around zele,SWETM222,,@EhWire @brianlilley Well then Trump Putin Their respective militaries and your oath breaking shameful demonicly possessed bum buddy of a friend Zelensky and his former military will gladly hang both of you in the cold of Ukraine with one rope around zele,well trump putin respect militari oath break shame demonicli possess bum buddi friend zelenski former militari gladli hang cold ukrain one rope around zele,Negative,0.9699738025665283
@Spark7210 @MarieFeltz73329 @Bubblebathgirl @realDonaldTrump You are the party of the cabal the groomers the pedophiles with your president taking showers with her little girl and all the evidence in the laptop the party of the corruption and we will be g,EvaDavi25941705,,@Spark7210 @MarieFeltz73329 @Bubblebathgirl @realDonaldTrump You are the party of the cabal the groomers the pedophiles with your president taking showers with her little girl and all the evidence in the laptop the party of the corruption and we will be g,parti cabal groomer pedophil presid take shower littl girl evid laptop parti corrupt,Negative,0.9945853352546692
@AnnLesbyPhD I fear I ll be sent to one of Trump s re-education camps soon. What s your best advice for surviving?,Heber9317136318,,@AnnLesbyPhD I fear I ll be sent to one of Trump s re-education camps soon. What s your best advice for surviving?,fear sent one trump reeduc camp soon best advic surviv,Positive,0.7757880091667175
@DiligentDenizen Happy New Year to all from Alberta! Wishing the US much abundance in 2025 via Trump's Presidency and Canada ousting Trudeau,ScrubHill66,,@DiligentDenizen Happy New Year to all from Alberta! Wishing the US much abundance in 2025 via Trump's Presidency and Canada ousting Trudeau,happi new year alberta wish us much abund 2025 via trump presid canada oust trudeau,Negative,0.9970732927322388
@SamParkerSenate I expect Trump and Elon gonna part ways soon after Jan 20th.,TurtleSpeedWins,,@SamParkerSenate I expect Trump and Elon gonna part ways soon after Jan 20th.,expect trump elon gon na part way soon jan 20th,Negative,0.98763507604599
@GenFlynn Lets thank god that the immoral corruption is out in the open now. Like raising a couple hundred million from corporations buying favors or to be left alone through the inauguration. Or like hiring NASA's biggest vendor to run NASA. Nothing Bide,jhpodesta,,@GenFlynn Lets thank god that the immoral corruption is out in the open now. Like raising a couple hundred million from corporations buying favors or to be left alone through the inauguration. Or like hiring NASA's biggest vendor to run NASA. Nothing Bide,let thank god immor corrupt open like rais coupl hundr million corpor buy favor left alon inaugur like hire nasa biggest vendor run nasa noth bide,Negative,0.9989232420921326
MADDOW'S MISS: I THOUGHT VANCE WOULD SCARE VOTERS MSNBC host Rachel Maddow admitted she completely misjudged JD Vance expecting Americans to be unnerved by Trump's VP pick. Instead the 40-year-old went from first-time Senator to debate champ and likely 2028 frontrunner in https://t.co/ouQcaDifQd,kylawndog,,MADDOW'S MISS: I THOUGHT VANCE WOULD SCARE VOTERS MSNBC host Rachel Maddow admitted she completely misjudged JD Vance expecting Americans to be unnerved by Trump's VP pick. Instead the 40-year-old went from first-time Senator to debate champ and likely 2028 frontrunner in https://t.co/ouQcaDifQd,maddow miss thought vanc would scare voter msnbc host rachel maddow admit complet misjudg jd vanc expect american unnerv trump vp pick instead 40yearold went firsttim senat debat champ like 2028 frontrunn,Negative,0.9985862970352173
@allmychampagne girl did you go to the dunkin in the trump tower mine was $4.89,baytato,,@allmychampagne girl did you go to the dunkin in the trump tower mine was $4.89,girl go dunkin trump tower mine 489,Negative,0.7333076000213623
14 years of heroin use. Heroin affects your brain. RFKjr. In charge of your health. He's not a nutritionist or has a degree in anything that would qualify him.. Trump has that big of a hold on all the people that support him. Not an independent thinker among them.,TB6845014462935,,14 years of heroin use. Heroin affects your brain. RFKjr. In charge of your health. He's not a nutritionist or has a degree in anything that would qualify him.. Trump has that big of a hold on all the people that support him. Not an independent thinker among them.,14 year heroin use heroin affect brain rfkjr charg health he nutritionist degre anyth would qualifi trump big hold peopl support independ thinker among,Negative,0.9783288240432739
@TheCriticalDri2 Exactly! Henry Cavill exists but they d rather force some woke or queer agenda down our throats. Bond is supposed to be badass DUDE not a checkbox.,ElonTrumpRock,,@TheCriticalDri2 Exactly! Henry Cavill exists but they d rather force some woke or queer agenda down our throats. Bond is supposed to be badass DUDE not a checkbox.,exactli henri cavil exist rather forc woke queer agenda throat bond suppos badass dude checkbox,Negative,0.9938410520553589
@lrb9316 @Michell33650674 You can't commit sexual abuse on a woman who thinks rape is SEXY !! Trump has already did more for America and Americans in these couple weeks than the mindless pedophile you voted for. Omg ! Run and get bidens nose off that litt,ucanncme,,@lrb9316 @Michell33650674 You can't commit sexual abuse on a woman who thinks rape is SEXY !! Trump has already did more for America and Americans in these couple weeks than the mindless pedophile you voted for. Omg ! Run and get bidens nose off that litt,cant commit sexual abus woman think rape sexi trump alreadi america american coupl week mindless pedophil vote omg run get biden nose litt,Negative,0.9920098781585693
#USPolitics : Thanks to Trump's blathering about fake news we never know if 'real news' about him - Is Actually True. A consequence of his personality. ,Michael99161326,,#USPolitics : Thanks to Trump's blathering about fake news we never know if 'real news' about him - Is Actually True. A consequence of his personality. ,thank trump blather fake news never know real news actual true consequ person,Negative,0.9959957599639893
@TimforSenate No it's that some have TDS so hard that just the mention of beef tallow by someone on the Trump team immediately shuts down their brain -- even if they would love it.,karldickey,,@TimforSenate No it's that some have TDS so hard that just the mention of beef tallow by someone on the Trump team immediately shuts down their brain -- even if they would love it.,td hard mention beef tallow someon trump team immedi shut brain even would love,Negative,0.971496045589447
